RowIndex,Old_Total,New_Total,Old_ObjectNames,New_ObjectNames,Old_Makers,New_Makers,Old_Organisations/Institutions,New_Organisations/Institutions,Old_Dates,New_Dates,Old_Places,New_Places,Old_Descriptions,New_Descriptions,Old_Other,New_Other,Unique_to_Old,Unique_to_New
0,25,14,3,2,1,1,1,1,3,1,3,6,9,2,5,1,"{""object_names"": [""TREAD MILL"", ""wheel"", ""axle""], ""makers"": [], ""organisations/institutions"": [""Science Museum""], ""dates"": [""1915"", ""1588"", ""1900""], ""places"": [""Carisbrooke Castle"", ""Isle of Wight"", ""South Kensington""], ""descriptions"": [""animal power prime mover from early times to the present, in a number of different forms, for such purposes as raising water, turning a spit, or as a means of punishment."", ""represents the well-known mill at Carisbrooke Castle, Isle of Wight, as originally constructed"", ""is said to date from 1588, and is still in use for drawing water from the old well of the Castle."", ""an embodiment of the wheel and axle mechanism."", ""of oak, has lagging fastened to felloes of natural-grown timber tongued and pinned together and tied back by arms tangential to the eight-squared axle where the latter are tightened by wedges; intermediate support to the felloes is given by timbers halved on the arms."", ""a chestnut baulk about 14 in. diam., has iron gudgeons 2 in. diam. revolving on cast-iron pillow blocks supported by the walls of the well-house."", ""a typical piece of medi\u00e6val carpentry."", ""A donkey walking inside actuates the wheel and raises a bucket of water by coiling a rope on the axle."", ""There is a band brake now on the axle, but this is a modern addition; it is believed that originally the wheel was braked simply by a piece of wood held against the circumference.""], ""other"": [""Scale 1: 12"", ""effective diameter of the wheel is 14\u00b76 ft."", ""diameter of the axle, lagged where the rope coils on, is 21\u00b75 in."", ""more lagging was put on, bringing the equivalent diameter up to 28\u00b74 in.; the mechanical advantage, allowing for the thickness of the rope, has thus been altered from 7\u00b74 : 1 to 5\u00b77 : 1."", ""donkey causes the wheel to make four turns per min., i.e., it walks at the rate of 2\u00b708 miles an hour."", ""wheel is allowed to rotate at about 20 turns per min."", ""well is 161 ft. deep"", ""16 to 20 turns of the wheel, according to the level at which the water is standing, are required to bring the bucket to the surface."", ""weight of the water raised is 120 lb.; taking into account the weight of the bucket, chain and rope, the h.p. is about 0.2, which is as much as a donkey is usually considered capable of doing."", ""Inv. 1915-317""]}","{""object_names"": [""treadmill""], ""makers"": [""Science Museum (maker)""], ""organisations/institutions"": [], ""dates"": [], ""places"": [""Kensington and Chelsea"", ""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""to raise well water"", ""model donkey""], ""other"": [""Scale 1:2"", ""Motive Power animal power; models; animal power; models""]}"
1,9,11,1,1,0,1,1,1,1,1,0,4,5,2,1,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""This horse gear is in the form of a horizontal lever turning on a vertical axis."", ""A projecting stud on the upper side of the lever forms a crank-pin from which a connecting rod is carried to a swinging lever."", ""From this lever two links proceed to the axle of a vertical edge runner, which can be rolled in the fixed trough."", ""The trough has a grid bottom through which the crushed material escapes when sufficiently reduced.""], ""other"": [""Inv. 1876-1249""]}","{""object_names"": [""Model of a horse gear and crushing roll with roller and trough apparently designed for crushing material""], ""makers"": [""Watt J. & Co.""], ""organisations/institutions"": [], ""dates"": [""1780-1800""], ""places"": [""Birmingham"", ""Borough of Birmingham"", ""West Midlands"", ""England"", ""United Kingdom""], ""descriptions"": [""roller and trough apparently designed for crushing material""], ""other"": [""Motive Power animal power; animal power""]}"
2,14,9,1,1,1,1,1,1,1,1,0,1,7,2,3,2,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""This shows a very general form of machine for applying the power of a horse to the driving of light machinery, such as chaff-cutters, small pumps, etc.; but although larger gears are made to transmit the power of two or four horses, they are not much used in this country when the power required approaches that of a small steam engine."", ""The machine has a pole attached to the vertical axis of a bevel wheel of 103 teeth, gearing into a bevel pinion of 12 teeth, whose rotation is transmitted by a shaft coupled by universal joints to multiplying spur gear placed outside the circular horse track."", ""The multiplying gear consists of a spur wheel of 76 teeth driving a pinion of 17 teeth, to the shaft of which a pulley is attached for further transmitting the power by belting."", ""The horse in going once round the track causes the pulley to make 38.3 rev., and when walking at 2.5 miles per hour in a path 25 ft. in diam., drives the pulley at 108 rev. per min.""], ""other"": [""Scale 1: 8"", ""Inv. 1891-152"", ""Motive Power animal power; animal power""]}","{""object_names"": [""Model (scale 1:8) of horse gear, on wooden base""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [""Worcester""], ""descriptions"": [""on wooden base"", ""circa 1891""], ""other"": [""J. L. Larkworthy & Co. of Worcester""]}"
3,10,6,1,1,1,0,1,1,1,0,0,0,3,2,4,2,"{""object_names"": [], ""makers"": [""Messrs. J. Crowley & Co.""], ""organisations/institutions"": [], ""dates"": [""1888""], ""places"": [], ""descriptions"": [""This is a small and compact form of gear patented in 1879 and intended for use with a pony."", ""The slow speed of the vertical shaft turned by the animal is multiplied 30.2 times so as to give higher speed to the horizontal shaft from which machinery is to be driven."", ""To the bracket that holds the pole is attached a short horizontal shaft, carrying a bevel wheel of 31 teeth and a bevel pinion of 22 teeth. The pinion gears into a horizontal bevel ring that forms part of the framing, and a bevel pinion of 16 teeth on the high-speed shaft. The bevel wheel gears with a bevel pinion of 22 teeth on a vertical axis in the centre, and this pinion carries gears with a pinion of 16 teeth on the high-speed shaft. The motion is transmitted through two Hooke's joints to the external driving pulley, a pawl gear preventing accidental rotation in the wrong direction.""], ""other"": [""Inv. 1888-391"", ""1879""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [], ""descriptions"": [""A compact gear, designed for use with a pony, that increases the rotational speed of a vertical shaft to drive machinery."", ""The mechanism incorporates a series of bevel gears and Hooke's joints to transmit motion to an external pulley.""], ""other"": [""SMG""]}"
4,11,6,1,1,1,1,0,1,1,1,0,0,7,1,1,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""A wooden platform, constructed as an endless belt, is supported on rollers, and at each extremity passes round a polygonal pulley."", ""It is inclined at an angle of 13 deg., giving a rise of 1 in 4.5."", ""The horse stands on the sloping platform, which is set in motion by the component of the horse's weight acting parallel to the platform, less the frictional losses, which are considerable."", ""The horse's head is haltered to a bar in front, so that he is compelled to walk as the platform recedes.""], ""other"": [""Inv. 1892-92""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [], ""descriptions"": [""Motive Power model""], ""other"": [""model 1892""]}"
5,20,6,2,1,2,1,0,0,3,1,1,0,10,3,2,0,"{""object_names"": [""DRAWINGS OF WINDMILLS"", ""sectional drawing""], ""makers"": [""Stephen Hooper"", ""Hyde Clarke, Esq.""], ""organisations/institutions"": [], ""dates"": [""1866"", ""1802"", ""1789"", ""1804""], ""places"": [""Margate""], ""descriptions"": [""four-armed windmill, driving two pairs of millstones, a dressing machine, and a sack hoist"", ""nearly horizontal water-wheel, connected by bevel gear with the main shaft, and probably provided as an alternative source of power"", ""cap of the mill is carried on friction wheels, and is automatically slewed by a small bevel gear which works with a worm that gears into a ring of large arms"", ""regulating arrangement of this mill was patented"", ""early instance of the application of the centrifugal governor"", ""Each sail is made up of small elements wound on separate rollers"", ""elements yield as the velocity of the windmill increases, centrifugal action causes these elements to be rolled up against the pull of a weighted spiral drum or fusee within the mill"", ""conical pendulum governor which, when the speed increased, would move a weighted lever connected with the friction wheels, and so stop the action of the mill"", ""sectional elevation, dated 1804, shows the construction of a four-armed windmill driving a sugar-cane mill, probably for squeezing the juice from sugar-cane"", ""cap of the mill is carried on friction wheels, and is turned by a large hand-wheel provided with a worm that gears into a spur ring secured to the top of the tower; by these means the mill can be adjusted as the direction of the wind alters""], ""other"": [""Scales 1: 32 and 1: 24"", ""Inv. 1866-58 and 59""]}","{""object_names"": [""Hooper's windmill for grinding corn""], ""makers"": [""Clarke, Hyde""], ""organisations/institutions"": [], ""dates"": [""1802""], ""places"": [], ""descriptions"": [""Coloured Drawing"", ""Motive Power drawing""], ""other"": []}"
6,13,11,1,1,1,1,0,1,1,1,0,4,8,2,2,1,"{""object_names"": [""MODEL OF PUMPING WINDMILL""], ""makers"": [""J. Warner & Sons""], ""organisations/institutions"": [], ""dates"": [""1888""], ""places"": [], ""descriptions"": [""Scale 1: 12"", ""In this windmill, patented by Mr. F. Warner in 1868, the vanes yield as the pressure of the wind increases, and thus automatically adjust themselves to suit its force."", ""The mill has 24 radial vanes, mounted between two rings, and each pivoted about its front edge so that the angle which it presents to the wind may vary."", ""The ends of the pivots are connected with another ring which is attached to a rod running through the centre of the axle, and connected with a balance weight which keeps adjusting the vanes to such an angle as to make the resultant pressure on them constant."", ""A tail is provided for setting the wheel of vanes in a direction parallel to the wind."", ""The mill is mounted on a wooden tower and is arranged to drive a small pump from an eccentric on the axle."", ""It is stopped by turning the vanes edgeways to the wind by means of a rod attached to the weighted lever.""], ""other"": [""Inv. 1888-298"", ""19,244""]}","{""object_names"": [""Warner's patent, 1868, automatic windmill, arranged for pumping""], ""makers"": [""J. Warner & Co.""], ""organisations/institutions"": [""The Crescent Foundry""], ""dates"": [], ""places"": [""The Crescent Foundry, Cripplegate, London"", ""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Working model (scale 1:12)"", ""with copper sump""], ""other"": [""Motive Power windmill; windmill 1868""]}"
7,10,13,1,1,1,1,0,1,1,2,0,4,5,3,2,1,"{""object_names"": [""MODEL OF PUMPING WINDMILL""], ""makers"": [""T. McKenzie & Sons""], ""organisations/institutions"": [], ""dates"": [""1888""], ""places"": [], ""descriptions"": [""This form of self-regulating windmill was introduced by Mr. D. Halliday in 1877."", ""The vanes are arranged radially in six groups forming sectors of the complete disc."", ""The sectors are pivoted at the middle on axes forming chords of a circle, and levers on them are connected with a sliding sleeve on the axle, which is in turn connected with a weighted lever normally holding the vanes parallel with the wind."", ""The angle of the sectors is adjusted by means of a lever and a rope passing over a pulley and attached to the weighted lever."", ""The mill is directed by a tail, and is mounted on a tower.""], ""other"": [""Scale 1: 12"", ""Inv. 1888-297, 19,382""]}","{""object_names"": [""Model of Halliday Windmill""], ""makers"": [""Thos. McKenzie and Sons Ltd.""], ""organisations/institutions"": [""Thos. McKenzie and Sons Ltd.""], ""dates"": [""1877"", ""1854""], ""places"": [""15 Queen Street, London"", ""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""working model (scale 1:12) of Halliday's 1877 \""Standard\"" self-regulating windmill, arranged for pumping"", ""Motive Power model - representation; model - representation""], ""other"": [""invented 1854""]}"
8,9,13,1,1,0,1,0,1,1,1,1,3,4,3,2,3,"{""object_names"": [""MODELS OF WOODEN WATER-WHEELS""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1895""], ""places"": [""Saxony""], ""descriptions"": [""These show various types of timber water-wheels, together with details of the joints employed in their construction."", ""In the \""current\"" wheel the radial blades dip into a running stream, and utilise only a small proportion of the energy of the water."", ""The other three models are forms of overshot water-wheel; one has a closed sole plate, and so is unable to fill or empty its buckets rapidly through the lack of ventilation; the other two represent wheels with ventilated buckets.""], ""other"": [""Scale 1: 10"", ""Inv. 1895-127 to 130, 19,363""]}","{""object_names"": [""Undershot Water Wheel""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""mid 19th Century"", ""1834-1866""], ""places"": [""Freiberg"", ""Germany"", ""Chemnitz""], ""descriptions"": [""of current or undershot waterwheel with radial floats, timber framed"", ""Motive Power waterwheels; undershot waterwheels; models; waterwheels; undershot waterwheels; models""], ""other"": [""scale 1:10""]}"
9,9,12,1,1,0,1,1,1,1,1,0,1,4,4,2,3,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""overshot wheel with the usual timber shaft"", ""on one side the wheel is provided with a toothed ring from which the power can be taken off at once at the highest speed, without transmission through the main gudgeon"", ""The teeth are external to the rim"", ""in later wheels internal teeth were adopted, and this constituted a still further improvement""], ""other"": [""Watt Collection, 1876"", ""Inv. 1876-1351, S.M. 863""]}","{""object_names"": [], ""makers"": [""Unknown maker""], ""organisations/institutions"": [], ""dates"": [], ""places"": [""England""], ""descriptions"": [""model of overshot waterwheel on wooden stand"", ""Motive Power"", ""waterwheels"", ""models (representations)""], ""other"": [""Watt Collection no. 1813"", ""1800s""]}"
