RowIndex,Old_Total,New_Total,Old_ObjectNames,New_ObjectNames,Old_Makers,New_Makers,Old_Organisations/Institutions,New_Organisations/Institutions,Old_Dates,New_Dates,Old_Places,New_Places,Old_Descriptions,New_Descriptions,Old_Other,New_Other,Unique_to_Old,Unique_to_New
0,12,0,1,0,1,0,1,0,1,0,0,0,7,0,1,0,"{""object_names"": [""DIAGRAM OF TRIANGULATION MARKS OF THE ORDNANCE SURVEY""], ""makers"": [""Museum""], ""organisations/institutions"": [""ORDNANCE SURVEY""], ""dates"": [""1920-388""], ""places"": [], ""descriptions"": [""primary (first order) triangulation stations"", ""marked by means of a gun-metal bolt let into a block of concrete 2-ft. cube"", ""exact point is indicated by a small hole drilled in the top of the bolt, which is protected by an iron cover"", ""top of the block is at least two feet below the surface of the ground, except when set in solid rock"", ""cairn is built over the point when circumstances allow"", ""secondary triangulation stations are marked in the same way, except that the dimensions of the block, bolt and cover are all less than in the case of the primary stations"", ""tertiary stations are marked in the same way as permanent traverse stations"", ""brass bolt, having a cylindrical hole 7/16ths of an inch diameter drilled in its top"", ""cemented into a 30-in. iron socket, which is rammed into the ground until it is from 9 to 12 in. beneath the ground surface and then filled with concrete""], ""other"": [""Inv.""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [], ""other"": []}"
1,13,1,1,0,1,0,1,1,1,0,2,0,6,0,1,0,"{""object_names"": [""DIAGRAM OF TRAVERSE MARK OF THE ORDNANCE SURVEY""], ""makers"": [""Made in the Museum""], ""organisations/institutions"": [""Ordnance Survey""], ""dates"": [""1920-386""], ""places"": [""Egypt"", ""towns""], ""descriptions"": [""To provide additional points for the control of the detailed survey, traverse lines are run between third or fourth order triangulation points with a theodolite by which, at each change of direction of the traverse line (traverse point), the azimuth of the forward line is measured."", ""All such traverse points in towns are now marked by means of a brass bolt, into the top of which can be fitted the 15-in. observing rod or the foot of the traverse pole."", ""For temporary marks the bolts are cemented into the curb of the pavement."", ""For permanent marks a 30-in. iron socket, similar to the base of an iron telegraph pole (Figs. 1 and 2) is rammed into the ground till the top is 9 to 12 in. below the surface."", ""The socket is filled with cement or concrete, and the bolt cemented in at the top."", ""The number of points so marked varies according to the nature of the survey. In some continental cadastral surveys the average number is 20 to 50 per square kilometre in the country, and 100 to 150 in towns. In the highly cultivated land of Egypt where holdings are small but the land is level and unobstructed by hedges, about 16 to 20 per square kilometre are used.""], ""other"": [""Figs. 1 and 2""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [], ""descriptions"": [], ""other"": []}"
2,9,8,1,1,0,1,2,1,1,1,0,1,4,2,1,1,"{""object_names"": [""TRAVERSE MARK BOLT AND COVER""], ""makers"": [], ""organisations/institutions"": [""Ordnance Survey""], ""dates"": [], ""places"": [], ""descriptions"": [""A cylindrical hole 7/16ths in. diam. is drilled in the head of the bolt into which the 15-in. observing rod or the foot of the traverse pole can be fitted."", ""The bolt is protected by an iron cap or hydrant cover according to the nature of the surface."", ""An observing pin and small circular spirit level for setting it vertical are also shown.""], ""other"": [""Inv. 1914-154""]}","{""object_names"": [""Traverse mark, bolt and cover""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""British Ordnance Survey""], ""dates"": [""1910-1914""], ""places"": [""United Kingdom""], ""descriptions"": [""Surveying bench mark; bench mark""], ""other"": [""unsigned"", ""British""]}"
3,8,8,1,1,0,1,1,1,1,1,1,1,3,1,1,2,"{""object_names"": [""BRONZE TRIANGULATION MARK""], ""makers"": [], ""organisations/institutions"": [""French Government""], ""dates"": [""1914""], ""places"": [""France""], ""descriptions"": [""This type of mark set either in rock or masonry is used for marking the first order triangulation stations in France."", ""It consists of a small cylindrical bronze bolt with grooved sides and a cross engraved on its upper face, the intersection of the cross indicating the station point."", ""first order triangulation stations""], ""other"": [""Inv. 1914-107""]}","{""object_names"": [""Bronze triangulation mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""First Order Triangulation of France""], ""dates"": [""1910-1914""], ""places"": [""French""], ""descriptions"": [""Surveying triangulation mark""], ""other"": [""unsigned"", ""triangulation mark 1910-1914 France""]}"
4,8,11,1,3,0,1,1,1,1,1,1,2,3,3,1,0,"{""object_names"": [""NAME-PLATE FOR TRIANGULATION MARK""], ""makers"": [], ""organisations/institutions"": [""French Government""], ""dates"": [], ""places"": [""France""], ""descriptions"": [""This elliptical metal plate is fixed in masonry at a first order triangulation station in France, and carries a number corresponding to the particular station point.""], ""other"": [""Inv. 1914-108""]}","{""object_names"": [""Triangulation mark"", ""station mark name plate"", ""Surveying triangulation mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""First Order Nivellement General de la France""], ""dates"": [], ""places"": [""France""], ""descriptions"": [""French"", ""Brass (?)"", ""unsigned"", ""triangulation mark 1914 France""], ""other"": []}"
5,8,8,1,2,1,1,1,1,1,1,0,1,3,1,1,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""consists of a brass disc and shank cast in one piece"", ""The shank is ribbed so as to grip securely the material\u2014generally rock or concrete\u2014in which the mark is set"", ""One such mark is set at the surface and a similar one about 3 ft. directly underneath it at every triangulation station""], ""other"": [""Inv. 1920-81""]}","{""object_names"": [""Triangulation Station Mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [], ""dates"": [], ""places"": [""United States""], ""descriptions"": [""Surveying triangulation mark; triangulation mark""], ""other"": [""Bronze""]}"
6,12,8,1,2,1,1,2,1,1,1,1,1,5,2,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""U.S. Coast and Geodetic Survey Special Publication No. 26""], ""dates"": [], ""places"": [], ""descriptions"": [""older form of station mark"", ""shank is split so that a wedge can be inserted"", ""wedge causes the shank to bulge and grip firmly the surrounding material"", ""station point is defined by a dot enclosed in two intersecting 20-mm. equilateral triangles engraved on the disc""], ""other"": [""See U.S. Coast and Geodetic Survey Special Publication No. 26, p. 42.""]}","{""object_names"": [""Magnetic Station Mark""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Surveying station mark""], ""other"": []}"
7,10,7,1,2,1,1,2,1,1,1,0,1,4,1,1,0,"{""object_names"": [""HYDROGRAPHIC STATION MARK""], ""makers"": [], ""organisations/institutions"": [""U.S. Coast and Geodetic Survey""], ""dates"": [], ""places"": [], ""descriptions"": [""This mark is the same as that used for triangulation station marks, except that the central hole or dot is here surrounded by a 2.5-cm. circle."", ""The mark is set in a post or block of concrete, or wedged into a drill-hole in rock, after which a triangle or circle is chiselled round it."", ""For underground station marks a similar disc is set 3 ft. below ground in a block of concrete, in rock or other suitable material."", ""See U.S. Coast and Geodetic Survey Special Publication No. 26, pp. 42\u201343.""], ""other"": [""Inv. 1920-78""]}","{""object_names"": [""Hydrographic station mark"", ""Surveying station mark; station mark""], ""makers"": [""brass""], ""organisations/institutions"": [""United States Coast and Geodetic Survey""], ""dates"": [""c. 1920""], ""places"": [""United States""], ""descriptions"": [""Surveying station mark""], ""other"": []}"
8,9,6,1,2,0,0,1,1,1,1,0,0,5,2,1,0,"{""object_names"": [""reference mark""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""used to facilitate the recovery of station marks, especially where these are liable to damage or disturbance"", ""placed so that the arrow engraved thereon points to the station mark"", ""horizontal distance between the station mark and the groove cut across the shaft of the arrow is recorded"", ""set in concrete posts or blocks, or in rock, at distances up to 20 yd. from the station marks"", ""(See U.S. Coast and Geodetic Survey Special Publication No. 26, pp. 42\u201343.)""], ""other"": [""Inv. 1920-77""]}","{""object_names"": [""Standard Reference mark"", ""Surveying reference mark""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""brass"", ""reference mark 1920""], ""other"": []}"
9,10,8,1,2,0,1,1,1,1,1,1,1,5,2,1,0,"{""object_names"": [""TRIANGULATION STATION MARK""], ""makers"": [], ""organisations/institutions"": [""Geodetic Survey of Canada""], ""dates"": [""1922""], ""places"": [""Canada""], ""descriptions"": [""Stations of the Primary Triangulation of Canada are marked by means of circular metal bolts of the type exhibited, the bolts being embedded in concrete or leaded into rock. Both underground and surface marks are employed, and reference monuments provided to facilitate recovery of the station. The bolt consists of a 3-in. circular bronze disc, attached to a 3-in. cylindrical shank, which is corrugated and fox-wedged so that the shank expands tightly against the sides of the hole drilled to receive it when the bolt is driven in. The centre of the disc has a triangle engraved upon it, with a central hole punched to define the exact station point.""], ""other"": [""Inv. 1922-726""]}","{""object_names"": [""Bronze triangulation station mark"", ""Surveying triangulation mark; triangulation mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Geodetic Survey of Canada""], ""dates"": [""1920""], ""places"": [""Canada""], ""descriptions"": [""Canadian""], ""other"": []}"
