RowIndex,Old_Total,New_Total,Old_ObjectNames,New_ObjectNames,Old_Makers,New_Makers,Old_Organisations/Institutions,New_Organisations/Institutions,Old_Dates,New_Dates,Old_Places,New_Places,Old_Descriptions,New_Descriptions,Old_Other,New_Other,Unique_to_Old,Unique_to_New
0,29,9,2,2,3,1,1,0,6,1,2,1,11,2,4,2,"{""object_names"": [""PROPOSED FLYING MACHINE"", ""Aerial Steam Carriage""], ""makers"": [""P. Y. Alexander, Esq."", ""C. H. M. A. Alderson, Esq."", ""Messrs. Henson and J. Stringfellow""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1907"", ""1842"", ""1844-5"", ""1847-48""], ""places"": [""Chard"", ""the downs, near Chard""], ""descriptions"": [""This model, the design for which was patented in 1842 by Mr. W. S. Henson, was built in 1844-5 by Messrs. Henson and J. Stringfellow."", ""Henson's proposal to utilise the fixed surfaces of an aeroplane to obtain support from the air was regarded at the time as a possible solution of the problem of flight."", ""Henson's idea was to imitate soaring birds, all previous attempts being based on vibrating or rotating surfaces, after the manner of flapping wings."", ""It was intended that the actual machine should be used as a conveyer of letters, goods, and passengers."", ""The model consists of an extended surface or aeroplane of oiled silk or canvas, stretched upon a bamboo frame made rigid by trussing, both above and below."", ""A car is attached to the under side of the aeroplane to contain the steam engine, passengers, etc."", ""It has three wheels to run freely upon when it reaches earth."", ""Two propellers, 3 ft. diameter, are shown with their blades set at 45 degrees; they are operated by endless cords from the steam engine (see No. 40)."", ""Behind these is a fan-shaped tail, stretched upon a triangular frame capable of being opened out, closed, or moved up and down by means of cords and pulleys."", ""By this latter arrangement ascent or descent was to be accomplished."", ""A rudder for steering sideways is placed under the tail, and above the main aeroplane a sail (not shown) was to be stretched between two masts rising from the car, to assist in maintaining the course."", ""When in motion the front edge of the machine was to be raised in order to obtain the required air support."", ""To start the model it was proposed to allow it to run down an incline, e.g., the side of a hill, the propellers being first set in motion."", ""The velocity gained in the descent was expected to sustain it in its further progress, the engine overcoming the head resistance when in full flight."", ""Experiments were eventually made on the downs, near Chard, and the night trials were abandoned, as the silk became saturated from a deposit of dew."", ""After many day trials, down wide, inclined rails, the model was found to be deficient in stable equilibrium for open-air experiments, little puffs of wind or ground currents being sufficient to destroy the balance."", ""The actual machine was never constructed, but in 1847-48 J. Stringfellow built a model which is supposed to be the first flying machine which performed a successful flight."", ""The dimensions of the model shown are 20 ft. from tip to tip of wings, by 3.5 ft. wide, giving 70 sq. ft. sustaining surface to the wings and about 10 sq. ft. in the tail."", ""Its weight is about 25 lb."", ""The actual machine was to weigh about 3,000 lb., with 4,500 sq. ft. surface in the wings and 1,500 in the tail.""], ""other"": [""Scale 1: 7"", ""lithograph of the proposed machine"", ""Inv. 1907-29"", ""S.M. 312. L.S.""]}","{""object_names"": [""Henson's Flying Machine model""], ""makers"": [""William Samuel Henson""], ""organisations/institutions"": [], ""dates"": [""1843""], ""places"": [""Chard""], ""descriptions"": [""With stand and pieces of fabric."", ""Aeronautics model""], ""other"": [""model""]}"
1,22,13,2,2,1,1,2,1,3,2,0,1,9,2,5,4,"{""object_names"": [""PORTIONS OF STRINGFELLOW'S FLYING MACHINE MODEL OF 1846-48"", ""Model 1846-48""], ""makers"": [""Sir J. Heathcoat Amory, Bart."", ""P. Y. Alexander, Esq."", ""C. H. M. A. Alderson, Esq.""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1908"", ""1846""], ""places"": [], ""descriptions"": [""The model of which the wings, tail, engine and boiler are shown was constructed by Mr. J. Stringfellow in 1846, and was designed for indoor experiments."", ""The sustaining planes were shaped like the wings of a bird, and were slightly curved on the under side."", ""They were also feathered at the back edge, in order that the yielding of the feathers might automatically regulate the fore-and-aft stability."", ""It is stated that during the experiments the model rose after leaving the sustaining wire as much as 1 in 7, and that a free flight of about 40 yds. was eventually made with the model."", ""The sustaining surface was 17 sq. ft., and the planes measured 10 ft. over the tips."", ""The motive power was supplied by a steam engine placed inside a car between and underneath the wings."", ""It had a cylinder .75 in. diameter by 2 in. stroke."", ""The boiler was of the water-tube type as used by Henson, Stringfellow, and others, and consisted of inverted truncated cones arranged around and above the furnace."", ""The cones were connected with a central steam drum above them and with water chambers below."", ""Two four-bladed propellers 16 in. diameter were employed."", ""The propeller speed was increased in the ratio of 3 : 1 by bevel gear on the crank shaft."", ""The engine and boiler, which have since been used to work a small lace machine, are not now in their correct relative position as used by Stringfellow.""], ""other"": [""Inv. 1908-44"", ""S.M. 1403"", ""L.S"", ""weight of the model, including the engine, was 6 lb."", ""with water and fuel, 6\u00b75 lb.""]}","{""object_names"": [""Steam engine, burner cowling, burner and boiler"", ""Aircraft Propulsion engines; engines""], ""makers"": [""John Stringfellow""], ""organisations/institutions"": [], ""dates"": [], ""places"": [""Chard, Somerset, England""], ""descriptions"": [""Horizontal single cylinder slide-valve steam engine"", ""alcohol/naptha-fired burner"", ""designed and made by John Stringfellow"", ""made the engine and boiler for a William Henson designed ten-foot wing-span model aircraft.""], ""other"": [""burner cowling"", ""burner"", ""boiler""]}"
2,20,11,1,3,1,1,1,0,2,1,0,3,7,3,8,0,"{""object_names"": [""FLYING MACHINE MODEL. (Scale 1:12.)""], ""makers"": [""Sir Hiram Maxim""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1896"", ""1894""], ""places"": [], ""descriptions"": [""This is a complete model of the flying machine constructed and experimentally tried by Sir Hiram Maxim in 1894; by its own effort it more than supported its weight and that of its crew."", ""It never soared aloft, however, as its rise was limited to a few inches only, by inverted rails, and an accident when running under these at a speed of 40 miles per hour brought the experiments to a premature conclusion."", ""The total weight of the machine was 7,700 lb., and it exerted in the trials a total lifting effort of 10,000 lb."", ""The machine consists of a braced structure of steel tubes and wires connected to large inclined surfaces, called aeroplanes, that possess a total area of 5,400 sq. ft. and slope at an angle of 7\u00b725 degrees with the horizontal."", ""The extreme width of the machine is 120 ft. and the length 104 ft."", ""It is propelled by two two-bladed screws, each 17\u00b783 ft. diameter by 16 ft. pitch, driven by compound engines with cylinders 5 in. and 8 in. diameter by 12 in. stroke, making 375 revolutions per minute and exerting together 360 h.p."", ""The thrust from the two propellers working in the air is 2,000 lb., and the lifting effort is derived from this by the action of the aeroplanes."", ""Steam at 300 lb. pressure is supplied from a tubulous boiler of the Thornycroft type, fired by naphtha delivered under a pressure of 50 lb. as 7,650 spray jets through hollow firebars."", ""The boiler has a heating surface of 800 sq. ft. and a grate area of 30 sq. ft.; its weight is 900 lb., and with feed heaters, burners and water 1,200 lb.""], ""other"": [""Plate I, No. 2"", ""Inv. 1896-98."", ""S.M. 313."", ""L.S."", ""1:12"", ""7,700 lb."", ""10,000 lb."", ""5,400 sq. ft."", ""7.25 degrees"", ""120 ft."", ""104 ft."", ""17.83 ft."", ""16 ft."", ""5 in."", ""8 in."", ""12 in."", ""375 revolutions per minute"", ""360 h.p."", ""2,000 lb."", ""300 lb."", ""Thornycroft type"", ""50 lb."", ""7,650"", ""800 sq. ft."", ""30 sq. ft."", ""900 lb."", ""1,200 lb.""]}","{""object_names"": [""Model of Maxim Flying machine"", ""Full size steam engine for flying machine"", ""Full size screw propeller for flying machine"", ""Aeronautics model""], ""makers"": [""Maxim, Sir Hiram Stevens""], ""organisations/institutions"": [], ""dates"": [""1892""], ""places"": [""Baldwyns Park, Bexley, England, United Kingdom"", ""Kent, England, United Kingdom""], ""descriptions"": [""model"", ""model"", ""model""], ""other"": []}"
3,22,11,1,1,1,1,2,1,4,2,1,1,11,4,2,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""The Royal Aeronautical Society""], ""dates"": [""1895"", ""1896"", ""August, 1896""], ""places"": [""Berlin""], ""descriptions"": [""This machine is one of those used by Otto Lilienthal in his experiments on \u201cgliding\u201d"", ""Unfortunately, during one of these flights, in August, 1896, the machine then employed capsized and fell to the ground, Lilienthal being killed."", ""The wings, which may be folded, are constructed of fabric mounted on willow ribs, the hinge centres of the wings being about 6 ft. apart."", ""The wings are held in position by a number of supporting wires above and below, attached to king-posts."", ""The principal member of the framework is an approximately circular hoop of willow, across which pass in a fore-and-aft direction two willow rods that ultimately converge at a point where the bamboo tail rod emerges from the wing surface."", ""Transversely across the hoop passes the main beam, and immediately behind this an opening is provided in the surface to accommodate the upper part of the pilot\u2019s body."", ""Two small bolsters attached to the frame rest under the pilot\u2019s shoulders, and the pilot\u2019s arms pass through rests provided for them in the corners of the x-shaped main beam."", ""The tail portion of the machine is supported by a bamboo rod, and consists of a horizontal plane hinged separately to a vertical plane which is attached rigidly to the main frame."", ""The control of the machine is effected by the movement of the pilot\u2019s body to correct any deviation from the level position.""], ""other"": [""Inv. 1920-127"", ""22 ft.""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Designed by Otto Lilienthal, this glider represents a significant step in early aviation."", ""The glider features a robust willow frame, fabric wings supported by wire bracing, and a unique pilot positioning system."", ""It embodies Lilienthal's innovative approach to understanding aerodynamics through practical experimentation.""], ""other"": [""Otto Lilienthal""]}"
4,18,7,1,1,2,0,2,1,1,1,1,0,10,3,1,1,"{""object_names"": [], ""makers"": [""Octave Chanute"", ""Herring""], ""organisations/institutions"": [""The Royal Aero Club of Great Britain""], ""dates"": [], ""places"": [""America""], ""descriptions"": [""early investigations on the subject of bird flight"", ""began the construction of a glider in collaboration with Herring"", ""developed from a multiplane"", ""wing tips which swung back, when struck by wind gusts"", ""simple and more efficient two-decker"", ""tail was partly controlled by springs"", ""wings were single surfaced, with the ribs exposed"", ""pilot hung with his armpits supported by the padded rests on the framework"", ""controlled the balance by movements of his body"", ""resembles generally one of the later forms of his glider"", ""biplane with considerable camber to the wings"", ""Levers control the rudder and the elevator"", ""some of the details shown on the machine are modifications from the original design"", ""Span of wings, 22 ft."", ""breadth, 3.8 ft."", ""main supporting surface, about 170 sq. ft.""], ""other"": [""Inv. 1913-438""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [], ""descriptions"": [""A replica of the Chanute glider"", ""constructed from original plans"", ""demonstrating the principles of early aviation""], ""other"": [""SMG 1913-438""]}"
5,26,5,2,2,1,0,2,0,3,1,2,0,13,2,3,0,"{""object_names"": [""WEISS MODEL GLIDER"", ""model glider""], ""makers"": [""Mr. Jos\u00e9 Weiss""], ""organisations/institutions"": [""The Weiss Aeroplane and Launcher Syndicate, Ltd."", ""Science Museum""], ""dates"": [""1912"", ""1905"", ""1908""], ""places"": [""London"", ""Paris"", ""Arundel""], ""descriptions"": [""development of one shown at Paris in 1905 by Mr. Jos\u00e9 Weiss, and patented by him in 1908 in Great Britain"", ""designed with a view to obtain automatic stability"", ""glides were made from the top of a hill in a direction directly opposed to that of the wind"", ""gliding speed of the model in relation to the atmosphere was between 30 and 35 miles per hour"", ""monoplane constructed on the lines of the albatross"", ""framework consists of bamboo, the joints being made with tire cement and tarred twine"", ""main wings possess, at the middle, considerable thickness, and taper towards the tips, where they are flexible and flat"", ""characterised by a distinct change of angle of incidence from the fuselage to the tip"", ""Near the body the angle is greatest and is about 5 degrees, and from here it gradually decreases towards the wing tip"", ""tips themselves are upturned in such a way that they present a marked negative angle of incidence"", ""A tail is provided, and, in the model, which was launched by hand, a roll of lead formed the weight, which was slipped over a vertical rod at the junction of the main frame with the landing skids, in a position corresponding to the breast of a bird"", ""claimed that the design of the glider gives it a large amount of automatic stability, both longitudinal and lateral"", ""much experimental work has been carried out near Arundel with this and subsequent man-carrying gliders"", ""power-driven machine constructed in 1910 on the lines of the model had a total sustaining surface of 185 sq. ft., with a span of 34 ft., and weighed, with the pilot, 750 lb."", ""notable feature of this machine was the absence of cross-bracing, the compression and tension members being both provided for by the bamboo triangulated framework."", ""Lashings of tarred string were employed as on the gliders."", ""tail of the machine combined the functions both of elevator and rudder, and there was no control of the wings themselves in the hands of the pilot."", ""An eight-cylinder E.N.V. engine of about 30 h.p. was fitted and drove a single tractor screw of 7 ft. diameter.""], ""other"": [""Inv. 1912-102"", ""S.M. 1402"", ""L.S.""]}","{""object_names"": [""Model of Weiss Glider""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1908-1912""], ""places"": [], ""descriptions"": [""Aeronautics model - representation"", ""model - representation""], ""other"": []}"
6,23,6,1,1,1,0,2,1,3,0,3,0,10,3,3,1,"{""object_names"": [""WRIGHT FLYING MACHINE.""], ""makers"": [""Messrs. T. W. K. Clarke & Co.""], ""organisations/institutions"": [""U.S.A."", ""Science Museum Group""], ""dates"": [""1909"", ""1903"", ""1906"", ""1908"", ""1910""], ""places"": [""Dayton, Ohio"", ""Hunaudi\u00e8res"", ""Le Mans""], ""descriptions"": [""Scale 1: 10."", ""The early experiments of Messrs. Orville and Wilbur Wright, of Dayton, Ohio, were made with soaring machines, which were abandoned, however, in 1903 in favour of power-driven aeroplanes."", ""In 1906 the brothers took out a U.S.A. patent, claiming the essential features of their improved machine."", ""The model represents the biplane used by Mr. W. Wright on the racecourse of Hunaudi\u00e8res, near Le Mans, in the autumn of 1908."", ""It consists of two horizontal superposed planes, nearly rectangular in plan, the greater length being in a direction at right angles to the line of flight."", ""At the rear is a double vertical rudder for steering in a lateral direction, and in front of the main planes two smaller superposed horizontal planes serve to control the vertical flight path of the machine."", ""These front and rear rudders are nearly balanced, so that they can be easily moved by the control levers."", ""The small semi-circular plane between the elevators is connected with the rear rudders, and is designed to act exclusively as a tell-tale."", ""The aeroplane is mounted upon two wooden runners or skids, which extend forward and form supports for the front rudder."", ""The whole structure is braced with wooden struts and wire ropes, the vertical wooden struts between the main planes being spaced at about 6 ft. intervals."", ""The planes are constructed of cotton fabric, stretched over ribbed frames; in the model the port sides of the planes and the port rudder are uncovered in order to show the construction of the framing."", ""Two seats are shown, that on the left is for the aviator, the other one being for a passenger or pupil."", ""Only two levers are used by Mr. Wilbur Wright, one on either side, the one on his left being duplicated on the right-hand side of the passenger."", ""The left-hand lever controls the front rudder only, whilst the other one has two controls."", ""A fore-and-aft motion operates the rear rudder, and a motion sideways operates the plane-warping mechanism of the machine."", ""Side balance is maintained through the warping of the wings; moreover, it is stated that the vertical rudder is never used alone in changing the direction of the machine.""], ""other"": [""Plate II."", ""Inv. 1910-40."", ""S.M. 213. L.S.""]}","{""object_names"": [""Model of Wright Biplane with starting derrick and rail"", ""Aeronautics model; model""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""wooden component from model"", ""unmarked""], ""other"": [""starting derrick and rail""]}"
7,9,11,2,3,1,2,1,1,1,1,0,1,2,3,2,0,"{""object_names"": [""VOISIN BIPLANE""], ""makers"": [""Voisin Fr\u00e8res""], ""organisations/institutions"": [""S.M.""], ""dates"": [], ""places"": [], ""descriptions"": [""pioneer of the Farman biplane""], ""other"": [""Inv. 1920-465"", ""L.S.""]}","{""object_names"": [""Voisin Aeroplane Model"", ""aircraft""], ""makers"": [""Gabriel Voisin (1880-1973)"", ""Papault and Rouelle""], ""organisations/institutions"": [], ""dates"": [], ""places"": [""France""], ""descriptions"": [""designed by Gabriel Voisin"", ""made by Papault and Rouelle Aeronautics""], ""other"": []}"
8,12,6,1,1,1,0,2,0,1,0,0,0,4,3,3,2,"{""object_names"": [], ""makers"": [""T. W. K. Clarke & Co.""], ""organisations/institutions"": [""Voisin Fr\u00e8res""], ""dates"": [""1907"", ""1911""], ""places"": [], ""descriptions"": [""The first machine used by Henri Farman"", ""prototype of the highly successful Farman machine of to-day"", ""The vertical panel surfaces or side curtains of the box-kite form of biplane associated with the name of Voisin have disappeared"", ""the modern Farman machine is considerably lighter in appearance""], ""other"": [""Plate IV"", ""S.M. 258"", ""L.S.""]}","{""object_names"": [""Military type""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aeronautics model - representation"", ""model - representation""], ""other"": [""Military type""]}"
9,17,13,2,2,1,2,2,1,3,1,2,3,5,2,2,2,"{""object_names"": [""BL\u00c9RIOT MONOPLANE. (Cross-Channel Type.)""], ""makers"": [""T. W. K. Clarke & Co.""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1901"", ""July, 1907"", ""July 25th, 1909""], ""places"": [""Calais"", ""Dover""], ""descriptions"": [""The earliest experiments of Mons. L. Bl\u00e9riot were made in 1901 with a flapping- wing machine which failed."", ""His first successful flight was accomplished in July, 1907, when the monoplane principle was adopted, and the steady development of this type of machine has resulted in the successful form shown by the model, the most notable achievements of which were a cross-country flight of 25 miles, and the crossing of the English Channel from Calais to Dover on July 25th, 1909."", ""The model shown represents the machine known as No. XI, with which the Channel crossing was made."", ""It is of the single passenger type,"", ""with the exception of the monoplane of M. Santos-Dumont (see No. 11), is the smallest which has met with any success.""], ""other"": [""Scale 1: 10"", ""Inv. 1910-34. S.M. 186. L.S.""]}","{""object_names"": [""Bleriot's Monoplane No. XI Model""], ""makers"": [""Barbara Mary Campbell""], ""organisations/institutions"": [], ""dates"": [""1962""], ""places"": [""Kingston-upon-Thames"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Aeronautics model - representation; model - representation""], ""other"": [""model, scale 1.10, unsigned"", ""figure of Louis Bl\u00e9riot"", ""Unknown maker""]}"
